type	latitude	longitude	altitude (m)	name	objectid
T	34.915594385	-115.280713380	843.0		9071
T	34.915594385	-115.213339734	798.9		9072
T	34.915594385	-115.145966088	795.2		9073
T	34.915594385	-115.078592441	782.5		9074
T	34.915594385	-115.011218795	746.1		9075
T	34.915594385	-114.943845149	659.4		9076
T	34.915594385	-114.876471502	606.2		9077
T	34.915594385	-114.809097856	475.9		9078
T	34.915594385	-114.741724210	403.0		9079
T	34.915594385	-114.674350563	211.4		9080
T	34.860329669	-120.603231439	77.3		9081
T	34.860329669	-120.535857792	142.4		9082
T	34.860329669	-120.468484146	139.8		9083
T	34.860329669	-120.401110500	155.5		9084
T	34.860329669	-120.333736853	173.4		9085
T	34.860329669	-120.266363207	136.0		9086
T	34.860329669	-120.198989561	415.2		9087
T	34.860329669	-120.131615914	750.2		9088
T	34.860329669	-120.064242268	488.8		9089
T	34.860329669	-119.996868622	655.3		9090
T	34.860329669	-119.929494975	782.5		9091
T	34.860329669	-119.862121329	1257.2		9092
T	34.860329669	-119.794747683	1358.1		9093
T	34.860329669	-119.727374037	917.3		9094
T	34.860329669	-119.660000390	928.7		9095
T	34.860329669	-119.592626744	905.5		9096
T	34.860329669	-119.525253098	819.4		9097
T	34.860329669	-119.457879451	1024.3		9098
T	34.860329669	-119.390505805	1305.1		9099
T	34.860329669	-119.323132159	1531.7		9100
T	34.860329669	-119.255758512	1551.4		9101
T	34.860329669	-119.188384866	1798.8		9102
T	34.860329669	-119.121011220	1624.4		9103
T	34.860329669	-119.053637573	1627.4		9104
T	34.860329669	-118.986263927	1729.3		9105
T	34.860329669	-118.918890281	1531.3		9106
T	34.860329669	-118.851516635	1214.4		9107
T	34.860329669	-118.784142988	1136.4		9108
T	34.860329669	-118.716769342	1181.8		9109
T	34.860329669	-118.649395696	1035.9		9110
T	34.860329669	-118.582022049	1021.4		9111
T	34.860329669	-118.514648403	966.5		9112
T	34.860329669	-118.447274757	850.3		9113
T	34.860329669	-118.379901110	800.2		9114
T	34.860329669	-118.312527464	753.1		9115
T	34.860329669	-118.245153818	728.2		9116
T	34.860329669	-118.177780171	711.5		9117
T	34.860329669	-118.110406525	694.0		9118
T	34.860329669	-118.043032879	697.4		9119
T	34.860329669	-117.975659232	707.1		9120
T	34.860329669	-117.908285586	695.6		9121
T	34.860329669	-117.840911940	692.4		9122
T	34.860329669	-117.773538294	738.3		9123
T	34.860329669	-117.706164647	816.6		9124
T	34.860329669	-117.638791001	928.9		9125
T	34.860329669	-117.571417355	871.9		9126
T	34.860329669	-117.504043708	858.8		9127
T	34.860329669	-117.436670062	837.4		9128
T	34.860329669	-117.369296416	823.6		9129
T	34.860329669	-117.301922769	746.6		9130
T	34.860329669	-117.234549123	876.1		9131
T	34.860329669	-117.167175477	678.5		9132
T	34.860329669	-117.099801830	704.9		9133
T	34.860329669	-117.032428184	838.7		9134
T	34.860329669	-116.965054538	697.5		9135
T	34.860329669	-116.897680892	634.3		9136
T	34.860329669	-116.830307245	592.1		9137
T	34.860329669	-116.762933599	578.9		9138
T	34.860329669	-116.695559953	568.7		9139
T	34.860329669	-116.628186306	555.4		9140
T	34.860329669	-116.560812660	542.8		9141
T	34.860329669	-116.493439014	614.2		9142
T	34.860329669	-116.426065367	740.5		9143
T	34.860329669	-116.358691721	1093.8		9144
T	34.860329669	-116.291318075	744.3		9145
T	34.860329669	-116.223944428	549.8		9146
T	34.860329669	-116.156570782	459.2		9147
T	34.860329669	-116.089197136	630.1		9148
T	34.860329669	-116.021823490	818.0		9149
T	34.860329669	-115.954449843	859.6		9150
T	34.860329669	-115.887076197	542.1		9151
T	34.860329669	-115.819702551	636.7		9152
T	34.860329669	-115.752328904	781.7		9153
T	34.860329669	-115.684955258	1015.8		9154
T	34.860329669	-115.617581612	1096.5		9155
T	34.860329669	-115.550207965	1477.6		9156
T	34.860329669	-115.482834319	920.7		9157
T	34.860329669	-115.415460673	790.8		9158
T	34.860329669	-115.348087026	744.8		9159
T	34.860329669	-115.280713380	707.0		9160
T	34.860329669	-115.213339734	678.0		9161
T	34.860329669	-115.145966088	693.3		9162
T	34.860329669	-115.078592441	796.7		9163
T	34.860329669	-115.011218795	759.9		9164
T	34.860329669	-114.943845149	662.8		9165
T	34.860329669	-114.876471502	884.2		9166
T	34.860329669	-114.809097856	544.6		9167
T	34.860329669	-114.741724210	429.9		9168
T	34.860329669	-114.674350563	253.0		9169
T	34.805027796	-120.603231439	38.0		9170
T	34.805027796	-120.535857792	171.4		9171
T	34.805027796	-120.468484146	194.7		9172
T	34.805027796	-120.401110500	293.8		9173
T	34.805027796	-120.333736853	284.0		9174
T	34.805027796	-120.266363207	348.0		9175
T	34.805027796	-120.198989561	273.4		9176
T	34.805027796	-120.131615914	498.7		9177
T	34.805027796	-120.064242268	755.6		9178
T	34.805027796	-119.996868622	544.4		9179
T	34.805027796	-119.929494975	1193.9		9180
T	34.805027796	-119.862121329	869.1		9181
T	34.805027796	-119.794747683	840.0		9182
T	34.805027796	-119.727374037	1394.5		9183
T	34.805027796	-119.660000390	1348.8		9184
T	34.805027796	-119.592626744	1484.2		9185
T	34.805027796	-119.525253098	1193.6		9186
T	34.805027796	-119.457879451	913.6		9187
T	34.805027796	-119.390505805	1168.2		9188
T	34.805027796	-119.323132159	1320.7		9189
T	34.805027796	-119.255758512	1589.2		9190
T	34.805027796	-119.188384866	2236.4		9191
T	34.805027796	-119.121011220	2476.7		9192
T	34.805027796	-119.053637573	1738.2		9193
T	34.805027796	-118.986263927	1778.7		9194
T	34.805027796	-118.918890281	1650.8		9195
T	34.805027796	-118.851516635	1412.5		9196
T	34.805027796	-118.784142988	1256.4		9197
T	34.805027796	-118.716769342	991.0		9198
T	34.805027796	-118.649395696	903.6		9199
T	34.805027796	-118.582022049	876.2		9200
T	34.805027796	-118.514648403	837.0		9201
T	34.805027796	-118.447274757	806.1		9202
T	34.805027796	-118.379901110	779.4		9203
T	34.805027796	-118.312527464	753.1		9204
T	34.805027796	-118.245153818	728.1		9205
T	34.805027796	-118.177780171	708.8		9206
T	34.805027796	-118.110406525	693.7		9207
T	34.805027796	-118.043032879	694.6		9208
T	34.805027796	-117.975659232	702.4		9209
T	34.805027796	-117.908285586	705.0		9210
T	34.805027796	-117.840911940	708.8		9211
T	34.805027796	-117.773538294	807.0		9212
T	34.805027796	-117.706164647	888.7		9213
T	34.805027796	-117.638791001	910.7		9214
T	34.805027796	-117.571417355	923.6		9215
T	34.805027796	-117.504043708	840.3		9216
T	34.805027796	-117.436670062	819.9		9217
T	34.805027796	-117.369296416	816.2		9218
T	34.805027796	-117.301922769	752.0		9219
T	34.805027796	-117.234549123	705.0		9220
T	34.805027796	-117.167175477	763.0		9221
T	34.805027796	-117.099801830	796.8		9222
T	34.805027796	-117.032428184	806.5		9223
T	34.805027796	-116.965054538	978.6		9224
T	34.805027796	-116.897680892	942.9		9225
T	34.805027796	-116.830307245	935.2		9226
T	34.805027796	-116.762933599	816.2		9227
T	34.805027796	-116.695559953	955.3		9228
T	34.805027796	-116.628186306	557.8		9229
T	34.805027796	-116.560812660	543.2		9230
T	34.805027796	-116.493439014	546.9		9231
T	34.805027796	-116.426065367	596.6		9232
T	34.805027796	-116.358691721	702.6		9233
T	34.805027796	-116.291318075	780.2		9234
T	34.805027796	-116.223944428	541.7		9235
T	34.805027796	-116.156570782	410.7		9236
T	34.805027796	-116.089197136	541.2		9237
T	34.805027796	-116.021823490	727.9		9238
T	34.805027796	-115.954449843	722.4		9239
T	34.805027796	-115.887076197	661.3		9240
T	34.805027796	-115.819702551	721.5		9241
T	34.805027796	-115.752328904	1557.2		9242
T	34.805027796	-115.684955258	1540.9		9243
T	34.805027796	-115.617581612	1204.3		9244
T	34.805027796	-115.550207965	1033.3		9245
T	34.805027796	-115.482834319	799.3		9246
T	34.805027796	-115.415460673	699.7		9247
T	34.805027796	-115.348087026	656.1		9248
T	34.805027796	-115.280713380	601.6		9249
T	34.805027796	-115.213339734	601.0		9250
T	34.805027796	-115.145966088	697.4		9251
T	34.805027796	-115.078592441	831.7		9252
T	34.805027796	-115.011218795	727.8		9253
T	34.805027796	-114.943845149	623.4		9254
T	34.805027796	-114.876471502	645.9		9255
T	34.805027796	-114.809097856	635.4		9256
T	34.805027796	-114.741724210	775.3		9257
T	34.805027796	-114.674350563	330.1		9258
T	34.805027796	-114.606976917	212.5		9259
T	34.749688794	-120.603231439	74.0		9260
T	34.749688794	-120.535857792	145.5		9261
T	34.749688794	-120.468484146	290.6		9262
T	34.749688794	-120.401110500	142.4		9263
T	34.749688794	-120.333736853	206.1		9264
T	34.749688794	-120.266363207	245.2		9265
T	34.749688794	-120.198989561	271.7		9266
T	34.749688794	-120.131615914	423.7		9267
T	34.749688794	-120.064242268	520.2		9268
T	34.749688794	-119.996868622	859.1		9269
T	34.749688794	-119.929494975	808.6		9270
T	34.749688794	-119.862121329	1242.8		9271
T	34.749688794	-119.794747683	991.8		9272
T	34.749688794	-119.727374037	888.2		9273
T	34.749688794	-119.660000390	1405.7		9274
T	34.749688794	-119.592626744	1375.5		9275
T	34.749688794	-119.525253098	1530.2		9276
T	34.749688794	-119.457879451	1325.6		9277
T	34.749688794	-119.390505805	1045.1		9278
T	34.749688794	-119.323132159	1377.4		9279
T	34.749688794	-119.255758512	1388.3		9280
T	34.749688794	-119.188384866	1711.3		9281
T	34.749688794	-119.121011220	1641.3		9282
T	34.749688794	-119.053637573	1570.3		9283
T	34.749688794	-118.986263927	1877.2		9284
T	34.749688794	-118.918890281	1473.7		9285
T	34.749688794	-118.851516635	1069.4		9286
T	34.749688794	-118.784142988	1028.4		9287
T	34.749688794	-118.716769342	1267.6		9288
T	34.749688794	-118.649395696	1145.5		9289
T	34.749688794	-118.582022049	1070.0		9290
T	34.749688794	-118.514648403	906.0		9291
T	34.749688794	-118.447274757	853.9		9292
T	34.749688794	-118.379901110	848.7		9293
T	34.749688794	-118.312527464	748.6		9294
T	34.749688794	-118.245153818	720.2		9295
T	34.749688794	-118.177780171	705.5		9296
T	34.749688794	-118.110406525	705.6		9297
T	34.749688794	-118.043032879	711.1		9298
T	34.749688794	-117.975659232	717.1		9299
T	34.749688794	-117.908285586	726.3		9300
T	34.749688794	-117.840911940	880.1		9301
T	34.749688794	-117.773538294	927.8		9302
T	34.749688794	-117.706164647	925.8		9303
T	34.749688794	-117.638791001	909.7		9304
T	34.749688794	-117.571417355	1004.7		9305
T	34.749688794	-117.504043708	928.3		9306
T	34.749688794	-117.436670062	823.2		9307
T	34.749688794	-117.369296416	805.8		9308
T	34.749688794	-117.301922769	790.2		9309
T	34.749688794	-117.234549123	787.4		9310
T	34.749688794	-117.167175477	866.7		9311
T	34.749688794	-117.099801830	1047.1		9312
T	34.749688794	-117.032428184	886.5		9313
T	34.749688794	-116.965054538	938.9		9314
T	34.749688794	-116.897680892	1060.4		9315
T	34.749688794	-116.830307245	1156.3		9316
T	34.749688794	-116.762933599	1402.9		9317
T	34.749688794	-116.695559953	973.9		9318
T	34.749688794	-116.628186306	877.3		9319
T	34.749688794	-116.560812660	819.0		9320
T	34.749688794	-116.493439014	684.7		9321
T	34.749688794	-116.426065367	600.8		9322
T	34.749688794	-116.358691721	673.5		9323
T	34.749688794	-116.291318075	711.0		9324
T	34.749688794	-116.223944428	612.7		9325
T	34.749688794	-116.156570782	459.1		9326
T	34.749688794	-116.089197136	617.1		9327
T	34.749688794	-116.021823490	706.8		9328
T	34.749688794	-115.954449843	865.6		9329
T	34.749688794	-115.887076197	798.0		9330
T	34.749688794	-115.819702551	881.5		9331
T	34.749688794	-115.752328904	1092.3		9332
T	34.749688794	-115.684955258	1113.2		9333
T	34.749688794	-115.617581612	1063.1		9334
T	34.749688794	-115.550207965	871.0		9335
T	34.749688794	-115.482834319	802.5		9336
T	34.749688794	-115.415460673	931.2		9337
T	34.749688794	-115.348087026	754.0		9338
T	34.749688794	-115.280713380	541.2		9339
T	34.749688794	-115.213339734	570.1		9340
T	34.749688794	-115.145966088	794.7		9341
T	34.749688794	-115.078592441	1152.8		9342
T	34.749688794	-115.011218795	710.8		9343
T	34.749688794	-114.943845149	563.4		9344
T	34.749688794	-114.876471502	597.5		9345
T	34.749688794	-114.809097856	684.3		9346
T	34.749688794	-114.741724210	622.6		9347
T	34.749688794	-114.674350563	407.2		9348
T	34.749688794	-114.606976917	277.8		9349
T	34.749688794	-114.539603271	154.2		9350
T	34.694312688	-120.603231439	2.9		9351
T	34.694312688	-120.535857792	109.3		9352
T	34.694312688	-120.468484146	108.3		9353
T	34.694312688	-120.401110500	155.2		9354
T	34.694312688	-120.333736853	413.9		9355
T	34.694312688	-120.266363207	509.0		9356
T	34.694312688	-120.198989561	346.7		9357
T	34.694312688	-120.131615914	313.1		9358
T	34.694312688	-120.064242268	383.4		9359
T	34.694312688	-119.996868622	479.9		9360
T	34.694312688	-119.929494975	973.8		9361
T	34.694312688	-119.862121329	1437.1		9362
T	34.694312688	-119.794747683	1431.8		9363
T	34.694312688	-119.727374037	1431.0		9364
T	34.694312688	-119.660000390	1912.8		9365
T	34.694312688	-119.592626744	1894.0		9366
T	34.694312688	-119.525253098	1273.5		9367
T	34.694312688	-119.457879451	1286.7		9368
T	34.694312688	-119.390505805	1182.6		9369
T	34.694312688	-119.323132159	1146.6		9370
T	34.694312688	-119.255758512	1229.9		9371
T	34.694312688	-119.188384866	1460.3		9372
T	34.694312688	-119.121011220	1749.5		9373
T	34.694312688	-119.053637573	1647.8		9374
T	34.694312688	-118.986263927	1495.1		9375
T	34.694312688	-118.918890281	1118.0		9376
T	34.694312688	-118.851516635	923.3		9377
T	34.694312688	-118.784142988	883.2		9378
T	34.694312688	-118.716769342	1061.3		9379
T	34.694312688	-118.649395696	1359.3		9380
T	34.694312688	-118.582022049	1442.9		9381
T	34.694312688	-118.514648403	1315.1		9382
T	34.694312688	-118.447274757	1087.7		9383
T	34.694312688	-118.379901110	862.9		9384
T	34.694312688	-118.312527464	756.4		9385
T	34.694312688	-118.245153818	718.7		9386
T	34.694312688	-118.177780171	709.6		9387
T	34.694312688	-118.110406525	726.9		9388
T	34.694312688	-118.043032879	734.1		9389
T	34.694312688	-117.975659232	742.4		9390
T	34.694312688	-117.908285586	750.5		9391
T	34.694312688	-117.840911940	778.5		9392
T	34.694312688	-117.773538294	898.9		9393
T	34.694312688	-117.706164647	902.2		9394
T	34.694312688	-117.638791001	877.8		9395
T	34.694312688	-117.571417355	1009.4		9396
T	34.694312688	-117.504043708	971.3		9397
T	34.694312688	-117.436670062	827.9		9398
T	34.694312688	-117.369296416	821.4		9399
T	34.694312688	-117.301922769	902.2		9400
T	34.694312688	-117.234549123	944.6		9401
T	34.694312688	-117.167175477	1112.0		9402
T	34.694312688	-117.099801830	1103.4		9403
T	34.694312688	-117.032428184	1123.1		9404
T	34.694312688	-116.965054538	1057.0		9405
T	34.694312688	-116.897680892	1170.8		9406
T	34.694312688	-116.830307245	1419.4		9407
T	34.694312688	-116.762933599	1204.8		9408
T	34.694312688	-116.695559953	1356.1		9409
T	34.694312688	-116.628186306	1368.9		9410
T	34.694312688	-116.560812660	1128.1		9411
T	34.694312688	-116.493439014	1061.4		9412
T	34.694312688	-116.426065367	755.1		9413
T	34.694312688	-116.358691721	593.5		9414
T	34.694312688	-116.291318075	663.3		9415
T	34.694312688	-116.223944428	720.7		9416
T	34.694312688	-116.156570782	665.7		9417
T	34.694312688	-116.089197136	627.7		9418
T	34.694312688	-116.021823490	561.2		9419
T	34.694312688	-115.954449843	782.4		9420
T	34.694312688	-115.887076197	675.2		9421
T	34.694312688	-115.819702551	820.5		9422
T	34.694312688	-115.752328904	783.9		9423
T	34.694312688	-115.684955258	770.6		9424
T	34.694312688	-115.617581612	869.6		9425
T	34.694312688	-115.550207965	717.4		9426
T	34.694312688	-115.482834319	718.4		9427
T	34.694312688	-115.415460673	761.5		9428
T	34.694312688	-115.348087026	550.0		9429
T	34.694312688	-115.280713380	498.6		9430
T	34.694312688	-115.213339734	648.7		9431
T	34.694312688	-115.145966088	885.6		9432
T	34.694312688	-115.078592441	932.1		9433
T	34.694312688	-115.011218795	680.1		9434
T	34.694312688	-114.943845149	542.0		9435
T	34.694312688	-114.876471502	650.8		9436
T	34.694312688	-114.809097856	660.1		9437
T	34.694312688	-114.741724210	616.5		9438
T	34.694312688	-114.674350563	660.2		9439
T	34.694312688	-114.606976917	398.4		9440
T	34.694312688	-114.539603271	501.5		9441
T	34.694312688	-114.472229624	223.3		9442
T	34.638899505	-120.603231439	140.5		9443
T	34.638899505	-120.535857792	134.9		9444
T	34.638899505	-120.468484146	27.7		9445
T	34.638899505	-120.401110500	85.3		9446
T	34.638899505	-120.333736853	257.1		9447
T	34.638899505	-120.266363207	246.8		9448
T	34.638899505	-120.198989561	230.0		9449
T	34.638899505	-120.131615914	231.7		9450
T	34.638899505	-120.064242268	216.3		9451
T	34.638899505	-119.996868622	280.1		9452
T	34.638899505	-119.929494975	334.0		9453
T	34.638899505	-119.862121329	487.6		9454
T	34.638899505	-119.794747683	777.1		9455
T	34.638899505	-119.727374037	1117.4		9456
T	34.638899505	-119.660000390	1171.1		9457
T	34.638899505	-119.592626744	942.1		9458
T	34.638899505	-119.525253098	1300.7		9459
T	34.638899505	-119.457879451	1374.8		9460
T	34.638899505	-119.390505805	1553.8		9461
T	34.638899505	-119.323132159	2056.9		9462
T	34.638899505	-119.255758512	1765.8		9463
T	34.638899505	-119.188384866	1893.1		9464
T	34.638899505	-119.121011220	1560.9		9465
T	34.638899505	-119.053637573	1481.5		9466
T	34.638899505	-118.986263927	1822.1		9467
T	34.638899505	-118.918890281	1970.1		9468
T	34.638899505	-118.851516635	1366.5		9469
T	34.638899505	-118.784142988	1283.8		9470
T	34.638899505	-118.716769342	1012.9		9471
T	34.638899505	-118.649395696	871.3		9472
T	34.638899505	-118.582022049	1200.9		9473
T	34.638899505	-118.514648403	1028.0		9474
T	34.638899505	-118.447274757	1205.5		9475
T	34.638899505	-118.379901110	1156.6		9476
T	34.638899505	-118.312527464	1153.7		9477
T	34.638899505	-118.245153818	820.0		9478
T	34.638899505	-118.177780171	779.6		9479
T	34.638899505	-118.110406525	766.7		9480
T	34.638899505	-118.043032879	759.3		9481
T	34.638899505	-117.975659232	773.8		9482
T	34.638899505	-117.908285586	803.2		9483
T	34.638899505	-117.840911940	790.3		9484
T	34.638899505	-117.773538294	818.0		9485
T	34.638899505	-117.706164647	885.7		9486
T	34.638899505	-117.638791001	866.2		9487
T	34.638899505	-117.571417355	865.0		9488
T	34.638899505	-117.504043708	906.0		9489
T	34.638899505	-117.436670062	838.5		9490
T	34.638899505	-117.369296416	854.1		9491
T	34.638899505	-117.301922769	976.2		9492
T	34.638899505	-117.234549123	1005.1		9493
T	34.638899505	-117.167175477	1019.9		9494
T	34.638899505	-117.099801830	1107.6		9495
T	34.638899505	-117.032428184	1030.5		9496
T	34.638899505	-116.965054538	1045.4		9497
T	34.638899505	-116.897680892	1420.2		9498
T	34.638899505	-116.830307245	1199.4		9499
T	34.638899505	-116.762933599	1846.1		9500
T	34.638899505	-116.695559953	1237.1		9501
T	34.638899505	-116.628186306	1656.5		9502
T	34.638899505	-116.560812660	1182.1		9503
T	34.638899505	-116.493439014	1070.3		9504
T	34.638899505	-116.426065367	1086.8		9505
T	34.638899505	-116.358691721	604.8		9506
T	34.638899505	-116.291318075	647.2		9507
T	34.638899505	-116.223944428	849.9		9508
T	34.638899505	-116.156570782	657.6		9509
T	34.638899505	-116.089197136	476.0		9510
T	34.638899505	-116.021823490	424.5		9511
T	34.638899505	-115.954449843	471.5		9512
T	34.638899505	-115.887076197	500.5		9513
T	34.638899505	-115.819702551	486.4		9514
T	34.638899505	-115.752328904	785.7		9515
T	34.638899505	-115.684955258	553.6		9516
T	34.638899505	-115.617581612	572.1		9517
T	34.638899505	-115.550207965	637.6		9518
T	34.638899505	-115.482834319	514.9		9519
T	34.638899505	-115.415460673	460.0		9520
T	34.638899505	-115.348087026	412.7		9521
T	34.638899505	-115.280713380	583.2		9522
T	34.638899505	-115.213339734	765.4		9523
T	34.638899505	-115.145966088	938.9		9524
T	34.638899505	-115.078592441	863.3		9525
T	34.638899505	-115.011218795	621.5		9526
T	34.638899505	-114.943845149	529.1		9527
T	34.638899505	-114.876471502	666.9		9528
T	34.638899505	-114.809097856	605.9		9529
T	34.638899505	-114.741724210	539.2		9530
T	34.638899505	-114.674350563	561.5		9531
T	34.638899505	-114.606976917	667.7		9532
T	34.638899505	-114.539603271	469.1		9533
T	34.638899505	-114.472229624	309.3		9534
T	34.583449273	-120.603231439	335.3		9535
T	34.583449273	-120.535857792	313.7		9536
T	34.583449273	-120.468484146	363.2		9537
T	34.583449273	-120.401110500	88.3		9538
T	34.583449273	-120.333736853	326.4		9539
T	34.583449273	-120.266363207	175.5		9540
T	34.583449273	-120.198989561	205.5		9541
T	34.583449273	-120.131615914	117.6		9542
T	34.583449273	-120.064242268	151.4		9543
T	34.583449273	-119.996868622	227.9		9544
T	34.583449273	-119.929494975	282.5		9545
T	34.583449273	-119.862121329	368.8		9546
T	34.583449273	-119.794747683	434.0		9547
T	34.583449273	-119.727374037	853.9		9548
T	34.583449273	-119.660000390	693.1		9549
T	34.583449273	-119.592626744	867.3		9550
T	34.583449273	-119.525253098	1203.3		9551
T	34.583449273	-119.457879451	1648.8		9552
T	34.583449273	-119.390505805	1616.3		9553
T	34.583449273	-119.323132159	1507.6		9554
T	34.583449273	-119.255758512	1195.3		9555
T	34.583449273	-119.188384866	1162.7		9556
T	34.583449273	-119.121011220	1536.7		9557
T	34.583449273	-119.053637573	1321.4		9558
T	34.583449273	-118.986263927	984.7		9559
T	34.583449273	-118.918890281	900.1		9560
T	34.583449273	-118.851516635	1151.9		9561
T	34.583449273	-118.784142988	684.7		9562
T	34.583449273	-118.716769342	1002.7		9563
T	34.583449273	-118.649395696	462.3		9564
T	34.583449273	-118.582022049	1095.3		9565
T	34.583449273	-118.514648403	1058.6		9566
T	34.583449273	-118.447274757	717.5		9567
T	34.583449273	-118.379901110	904.4		9568
T	34.583449273	-118.312527464	1067.5		9569
T	34.583449273	-118.245153818	1152.8		9570
T	34.583449273	-118.177780171	846.9		9571
T	34.583449273	-118.110406525	804.0		9572
T	34.583449273	-118.043032879	795.7		9573
T	34.583449273	-117.975659232	804.1		9574
T	34.583449273	-117.908285586	826.9		9575
T	34.583449273	-117.840911940	846.3		9576
T	34.583449273	-117.773538294	856.8		9577
T	34.583449273	-117.706164647	890.7		9578
T	34.583449273	-117.638791001	907.4		9579
T	34.583449273	-117.571417355	902.8		9580
T	34.583449273	-117.504043708	890.9		9581
T	34.583449273	-117.436670062	872.2		9582
T	34.583449273	-117.369296416	878.8		9583
T	34.583449273	-117.301922769	904.7		9584
T	34.583449273	-117.234549123	917.9		9585
T	34.583449273	-117.167175477	956.6		9586
T	34.583449273	-117.099801830	975.8		9587
T	34.583449273	-117.032428184	1143.6		9588
T	34.583449273	-116.965054538	924.9		9589
T	34.583449273	-116.897680892	998.6		9590
T	34.583449273	-116.830307245	1184.3		9591
T	34.583449273	-116.762933599	1046.8		9592
T	34.583449273	-116.695559953	1166.1		9593
T	34.583449273	-116.628186306	1074.1		9594
T	34.583449273	-116.560812660	1020.1		9595
T	34.583449273	-116.493439014	878.6		9596
T	34.583449273	-116.426065367	1054.2		9597
T	34.583449273	-116.358691721	1027.9		9598
T	34.583449273	-116.291318075	967.0		9599
T	34.583449273	-116.223944428	829.0		9600
T	34.583449273	-116.156570782	712.8		9601
T	34.583449273	-116.089197136	397.3		9602
T	34.583449273	-116.021823490	298.6		9603
T	34.583449273	-115.954449843	276.4		9604
T	34.583449273	-115.887076197	234.9		9605
T	34.583449273	-115.819702551	262.4		9606
T	34.583449273	-115.752328904	268.1		9607
T	34.583449273	-115.684955258	347.3		9608
T	34.583449273	-115.617581612	328.2		9609
T	34.583449273	-115.550207965	269.9		9610
T	34.583449273	-115.482834319	418.8		9611
T	34.583449273	-115.415460673	340.4		9612
T	34.583449273	-115.348087026	405.8		9613
T	34.583449273	-115.280713380	690.2		9614
T	34.583449273	-115.213339734	1101.6		9615
T	34.583449273	-115.145966088	1009.2		9616
T	34.583449273	-115.078592441	796.8		9617
T	34.583449273	-115.011218795	616.6		9618
T	34.583449273	-114.943845149	485.8		9619
T	34.583449273	-114.876471502	638.3		9620
T	34.583449273	-114.809097856	515.5		9621
T	34.583449273	-114.741724210	463.8		9622
T	34.583449273	-114.674350563	512.4		9623
T	34.583449273	-114.606976917	632.5		9624
T	34.583449273	-114.539603271	452.1		9625
T	34.583449273	-114.472229624	287.0		9626
T	34.527962019	-120.468484146	133.9		9627
T	34.527962019	-120.401110500	318.2		9628
T	34.527962019	-120.333736853	227.6		9629
T	34.527962019	-120.266363207	352.2		9630
T	34.527962019	-120.198989561	293.3		9631
T	34.527962019	-120.131615914	609.0		9632
T	34.527962019	-120.064242268	613.9		9633
T	34.527962019	-119.996868622	1061.6		9634
T	34.527962019	-119.929494975	941.9		9635
T	34.527962019	-119.862121329	447.8		9636
T	34.527962019	-119.794747683	682.7		9637
T	34.527962019	-119.727374037	404.2		9638
T	34.527962019	-119.660000390	441.2		9639
T	34.527962019	-119.592626744	670.2		9640
T	34.527962019	-119.525253098	1083.8		9641
T	34.527962019	-119.457879451	1544.0		9642
T	34.527962019	-119.390505805	1098.6		9643
T	34.527962019	-119.323132159	971.6		9644
T	34.527962019	-119.255758512	867.0		9645
T	34.527962019	-119.188384866	1134.5		9646
T	34.527962019	-119.121011220	1535.3		9647
T	34.527962019	-119.053637573	1462.9		9648
T	34.527962019	-118.986263927	1405.2		9649
T	34.527962019	-118.918890281	974.9		9650
T	34.527962019	-118.851516635	1305.2		9651
T	34.527962019	-118.784142988	881.2		9652
T	34.527962019	-118.716769342	691.5		9653
T	34.527962019	-118.649395696	513.5		9654
T	34.527962019	-118.582022049	554.1		9655
T	34.527962019	-118.514648403	711.7		9656
T	34.527962019	-118.447274757	776.7		9657
T	34.527962019	-118.379901110	782.9		9658
T	34.527962019	-118.312527464	929.4		9659
T	34.527962019	-118.245153818	1088.2		9660
T	34.527962019	-118.177780171	1271.3		9661
T	34.527962019	-118.110406525	956.9		9662
T	34.527962019	-118.043032879	899.4		9663
T	34.527962019	-117.975659232	873.0		9664
T	34.527962019	-117.908285586	884.3		9665
T	34.527962019	-117.840911940	915.1		9666
T	34.527962019	-117.773538294	939.1		9667
T	34.527962019	-117.706164647	967.1		9668
T	34.527962019	-117.638791001	983.9		9669
T	34.527962019	-117.571417355	987.1		9670
T	34.527962019	-117.504043708	966.9		9671
T	34.527962019	-117.436670062	937.9		9672
T	34.527962019	-117.369296416	907.9		9673
T	34.527962019	-117.301922769	873.0		9674
T	34.527962019	-117.234549123	887.6		9675
T	34.527962019	-117.167175477	888.0		9676
T	34.527962019	-117.099801830	1114.7		9677
T	34.527962019	-117.032428184	1309.7		9678
T	34.527962019	-116.965054538	875.3		9679
T	34.527962019	-116.897680892	882.1		9680
T	34.527962019	-116.830307245	939.2		9681
T	34.527962019	-116.762933599	1048.6		9682
T	34.527962019	-116.695559953	1071.5		9683
T	34.527962019	-116.628186306	948.8		9684
T	34.527962019	-116.560812660	1075.3		9685
T	34.527962019	-116.493439014	832.9		9686
T	34.527962019	-116.426065367	841.7		9687
T	34.527962019	-116.358691721	995.5		9688
T	34.527962019	-116.291318075	1228.3		9689
T	34.527962019	-116.223944428	1001.2		9690
T	34.527962019	-116.156570782	790.6		9691
T	34.527962019	-116.089197136	586.1		9692
T	34.527962019	-116.021823490	421.6		9693
T	34.527962019	-115.954449843	246.6		9694
T	34.527962019	-115.887076197	186.5		9695
T	34.527962019	-115.819702551	226.3		9696
T	34.527962019	-115.752328904	189.1		9697
