time,relhumid-max_day_CNRM-CM5_rcp85
2007-07-13 00:00:00+00:00,85.066414
2007-07-14 00:00:00+00:00,89.34436
2007-07-15 00:00:00+00:00,98.82876
2007-07-16 00:00:00+00:00,97.71276
2007-07-17 00:00:00+00:00,98.96879
2007-07-18 00:00:00+00:00,99.05481
2007-07-19 00:00:00+00:00,99.43335
2007-07-20 00:00:00+00:00,94.884415
2007-07-21 00:00:00+00:00,86.26256
2007-07-22 00:00:00+00:00,85.17018
2007-07-23 00:00:00+00:00,95.49397
2007-07-24 00:00:00+00:00,97.137054
2007-07-25 00:00:00+00:00,77.83553
2007-07-26 00:00:00+00:00,73.99034
2007-07-27 00:00:00+00:00,75.10373
2007-07-28 00:00:00+00:00,83.660706
2007-07-29 00:00:00+00:00,88.21494
2007-07-30 00:00:00+00:00,87.36205
2007-07-31 00:00:00+00:00,85.887276
2007-08-01 00:00:00+00:00,83.01525
2007-08-02 00:00:00+00:00,80.51915
2007-08-03 00:00:00+00:00,67.25662
2007-08-04 00:00:00+00:00,61.9264
2007-08-05 00:00:00+00:00,69.93255
2007-08-06 00:00:00+00:00,86.91908
2007-08-07 00:00:00+00:00,87.055725
2007-08-08 00:00:00+00:00,86.04154
2007-08-09 00:00:00+00:00,79.79302
2007-08-10 00:00:00+00:00,82.688385
2007-08-11 00:00:00+00:00,83.4079
2007-08-12 00:00:00+00:00,90.68732
2007-08-13 00:00:00+00:00,92.645386
2007-08-14 00:00:00+00:00,92.00935
2007-08-15 00:00:00+00:00,98.81218
2007-08-16 00:00:00+00:00,98.56309
2007-08-17 00:00:00+00:00,92.03616
2007-08-18 00:00:00+00:00,64.60426
2007-08-19 00:00:00+00:00,76.0389
2007-08-20 00:00:00+00:00,85.04099
2007-08-21 00:00:00+00:00,96.2173
2007-08-22 00:00:00+00:00,98.04464
2007-08-23 00:00:00+00:00,93.48035
2007-08-24 00:00:00+00:00,95.76361
2007-08-25 00:00:00+00:00,93.51097
2007-08-26 00:00:00+00:00,88.17818
2007-08-27 00:00:00+00:00,78.501785
2007-08-28 00:00:00+00:00,67.14295
2007-08-29 00:00:00+00:00,55.088676
2007-08-30 00:00:00+00:00,54.406628
2007-08-31 00:00:00+00:00,58.431644
2007-09-01 00:00:00+00:00,54.105473
2007-09-02 00:00:00+00:00,72.18055
2007-09-03 00:00:00+00:00,83.86928
2007-09-04 00:00:00+00:00,98.08915
2007-09-05 00:00:00+00:00,94.54055
2007-09-06 00:00:00+00:00,86.32289
2007-09-07 00:00:00+00:00,83.315346
2007-09-08 00:00:00+00:00,75.36931
2007-09-09 00:00:00+00:00,88.34107
2007-09-10 00:00:00+00:00,89.60358
2007-09-11 00:00:00+00:00,71.995285
2007-09-12 00:00:00+00:00,79.446785
2007-09-13 00:00:00+00:00,87.08749
2007-09-14 00:00:00+00:00,96.42783
2007-09-15 00:00:00+00:00,88.55977
2007-09-16 00:00:00+00:00,97.04202
2007-09-17 00:00:00+00:00,97.84689
2007-09-18 00:00:00+00:00,92.10683
2007-09-19 00:00:00+00:00,76.219864
2007-09-20 00:00:00+00:00,78.98821
2007-09-21 00:00:00+00:00,77.71447
2007-09-22 00:00:00+00:00,72.73444
